year,country_name,medal_type,count,past_medals,avg_last_3,delta
2000,Slovakia,BRONZE,1,3.0,1.0,0.0
2000,Slovakia,GOLD,1,4.0,1.0,0.0
2000,Slovakia,SILVER,3,5.0,1.6666666666666667,2.0
2004,Slovakia,BRONZE,2,8.0,2.0,-1.0
2004,Slovakia,GOLD,2,10.0,2.3333333333333335,0.0
2004,Slovakia,SILVER,2,12.0,2.0,0.0
2006,Slovakia,SILVER,1,14.0,1.6666666666666667,-1.0
2008,Slovakia,GOLD,3,15.0,2.0,2.0
2008,Slovakia,SILVER,3,18.0,2.3333333333333335,0.0
2010,Slovakia,BRONZE,1,21.0,2.3333333333333335,-2.0
2010,Slovakia,GOLD,1,22.0,1.6666666666666667,0.0
2010,Slovakia,SILVER,1,23.0,1.0,0.0
2012,Slovakia,BRONZE,3,24.0,1.6666666666666667,2.0
2012,Slovakia,SILVER,1,27.0,1.6666666666666667,-2.0
2014,Slovakia,GOLD,1,28.0,1.6666666666666667,0.0
2016,Slovakia,GOLD,2,29.0,1.3333333333333333,1.0
2016,Slovakia,SILVER,2,31.0,1.6666666666666667,0.0
2018,Slovakia,GOLD,1,33.0,1.6666666666666667,-1.0
2018,Slovakia,SILVER,2,34.0,1.6666666666666667,1.0
2020,Slovakia,BRONZE,1,36.0,1.3333333333333333,-1.0
2020,Slovakia,GOLD,1,37.0,1.3333333333333333,0.0
2020,Slovakia,SILVER,2,38.0,1.3333333333333333,1.0
2022,Slovakia,BRONZE,1,40.0,1.3333333333333333,-1.0
2022,Slovakia,GOLD,1,41.0,1.3333333333333333,0.0
1992,Slovenia,BRONZE,2,42.0,0.0,0.0
1994,Slovenia,BRONZE,3,2.0,0.0,1.0
1996,Slovenia,SILVER,2,5.0,2.3333333333333335,-1.0
2000,Slovenia,GOLD,2,7.0,2.3333333333333335,0.0
2002,Slovenia,BRONZE,1,9.0,1.6666666666666667,-1.0
2004,Slovenia,BRONZE,3,10.0,2.0,2.0
2004,Slovenia,SILVER,1,13.0,1.6666666666666667,-2.0
2008,Slovenia,BRONZE,2,14.0,2.0,1.0
2008,Slovenia,GOLD,1,16.0,1.3333333333333333,-1.0
2008,Slovenia,SILVER,2,17.0,1.6666666666666667,1.0
2010,Slovenia,BRONZE,1,19.0,1.3333333333333333,-1.0
2010,Slovenia,SILVER,2,20.0,1.6666666666666667,1.0
2012,Slovenia,BRONZE,2,22.0,1.6666666666666667,0.0
2012,Slovenia,GOLD,1,24.0,1.6666666666666667,-1.0
2012,Slovenia,SILVER,1,25.0,1.3333333333333333,0.0
2014,Slovenia,BRONZE,4,26.0,2.0,3.0
2014,Slovenia,GOLD,2,30.0,2.3333333333333335,-2.0
2014,Slovenia,SILVER,2,32.0,2.6666666666666665,0.0
2016,Slovenia,BRONZE,1,34.0,1.6666666666666667,-1.0
2016,Slovenia,GOLD,1,35.0,1.3333333333333333,0.0
2016,Slovenia,SILVER,2,36.0,1.3333333333333333,1.0
2018,Slovenia,BRONZE,1,38.0,1.3333333333333333,-1.0
2018,Slovenia,SILVER,1,39.0,1.3333333333333333,0.0
2020,Slovenia,BRONZE,1,40.0,1.0,0.0
2020,Slovenia,GOLD,3,41.0,1.6666666666666667,2.0
2020,Slovenia,SILVER,1,44.0,1.6666666666666667,-2.0
2022,Slovenia,BRONZE,2,45.0,2.0,1.0
2022,Slovenia,GOLD,2,47.0,1.6666666666666667,0.0
2022,Slovenia,SILVER,3,49.0,2.3333333333333335,1.0
1908,South Africa,GOLD,1,52.0,0.0,0.0
1908,South Africa,SILVER,1,1.0,0.0,0.0
1912,South Africa,GOLD,4,2.0,2.0,3.0
1912,South Africa,SILVER,2,6.0,2.3333333333333335,-2.0
1920,South Africa,BRONZE,3,8.0,3.0,1.0
1920,South Africa,GOLD,3,11.0,2.6666666666666665,0.0
1920,South Africa,SILVER,4,14.0,3.3333333333333335,1.0
1924,South Africa,BRONZE,1,18.0,2.6666666666666665,-3.0
1924,South Africa,GOLD,1,19.0,2.0,0.0
1924,South Africa,SILVER,1,20.0,1.0,0.0
1928,South Africa,BRONZE,2,21.0,1.3333333333333333,1.0
1928,South Africa,GOLD,1,23.0,1.3333333333333333,-1.0
1932,South Africa,BRONZE,3,24.0,2.0,2.0
1932,South Africa,GOLD,2,27.0,2.0,-1.0
1936,South Africa,SILVER,1,29.0,2.0,-1.0
1948,South Africa,BRONZE,1,30.0,1.3333333333333333,0.0
1948,South Africa,GOLD,2,31.0,1.3333333333333333,1.0
1948,South Africa,SILVER,1,33.0,1.3333333333333333,-1.0
1952,South Africa,BRONZE,4,34.0,2.3333333333333335,3.0
1952,South Africa,GOLD,2,38.0,2.3333333333333335,-2.0
1952,South Africa,SILVER,4,40.0,3.3333333333333335,2.0
1956,South Africa,BRONZE,4,44.0,3.3333333333333335,0.0
1960,South Africa,BRONZE,2,48.0,3.3333333333333335,-2.0
1960,South Africa,SILVER,1,50.0,2.3333333333333335,-1.0
1992,South Africa,SILVER,2,51.0,1.6666666666666667,1.0
1996,South Africa,BRONZE,1,53.0,1.3333333333333333,-1.0
1996,South Africa,GOLD,3,54.0,2.0,2.0
1996,South Africa,SILVER,1,57.0,1.6666666666666667,-2.0
2000,South Africa,BRONZE,3,58.0,2.3333333333333335,2.0
2000,South Africa,SILVER,2,61.0,2.0,-1.0
2004,South Africa,BRONZE,2,63.0,2.3333333333333335,0.0
2004,South Africa,GOLD,1,65.0,1.6666666666666667,-1.0
2004,South Africa,SILVER,3,66.0,2.0,2.0
2008,South Africa,SILVER,1,69.0,1.6666666666666667,-2.0
2012,South Africa,BRONZE,1,70.0,1.6666666666666667,0.0
2012,South Africa,GOLD,4,71.0,2.0,3.0
2012,South Africa,SILVER,1,75.0,2.0,-3.0
2016,South Africa,BRONZE,2,76.0,2.3333333333333335,1.0
2016,South Africa,GOLD,2,78.0,1.6666666666666667,0.0
2016,South Africa,SILVER,6,80.0,3.3333333333333335,4.0
2020,South Africa,GOLD,1,86.0,3.0,-5.0
2020,South Africa,SILVER,2,87.0,3.0,1.0
1952,Soviet Union,BRONZE,19,89.0,0.0,0.0
1952,Soviet Union,GOLD,22,19.0,0.0,3.0
1952,Soviet Union,SILVER,29,41.0,23.333333333333332,7.0
1956,Soviet Union,BRONZE,38,70.0,29.666666666666668,9.0
1956,Soviet Union,GOLD,43,108.0,36.666666666666664,5.0
1956,Soviet Union,SILVER,32,151.0,37.666666666666664,-11.0
1960,Soviet Union,BRONZE,40,183.0,38.333333333333336,8.0
1960,Soviet Union,GOLD,50,223.0,40.666666666666664,10.0
1960,Soviet Union,SILVER,34,273.0,41.333333333333336,-16.0
1964,Soviet Union,BRONZE,39,307.0,41.0,5.0
1964,Soviet Union,GOLD,41,346.0,38.0,2.0
1964,Soviet Union,SILVER,37,387.0,39.0,-4.0
1968,Soviet Union,BRONZE,33,424.0,37.0,-4.0
1968,Soviet Union,GOLD,34,457.0,34.666666666666664,1.0
1968,Soviet Union,SILVER,37,491.0,34.666666666666664,3.0
1972,Soviet Union,BRONZE,25,528.0,32.0,-12.0
1972,Soviet Union,GOLD,58,553.0,40.0,33.0
1972,Soviet Union,SILVER,32,611.0,38.333333333333336,-26.0
1976,Soviet Union,BRONZE,43,643.0,44.333333333333336,11.0
1976,Soviet Union,GOLD,62,686.0,45.666666666666664,19.0
1976,Soviet Union,SILVER,47,748.0,50.666666666666664,-15.0
1980,Soviet Union,BRONZE,52,795.0,53.666666666666664,5.0
1980,Soviet Union,GOLD,90,847.0,63.0,38.0
1980,Soviet Union,SILVER,75,937.0,72.33333333333333,-15.0
1984,Soviet Union,BRONZE,9,1012.0,58.0,-66.0
1984,Soviet Union,GOLD,6,1021.0,30.0,-3.0
1984,Soviet Union,SILVER,10,1027.0,8.333333333333334,4.0
1988,Soviet Union,BRONZE,55,1037.0,23.666666666666668,45.0
1988,Soviet Union,GOLD,65,1092.0,43.333333333333336,10.0
1988,Soviet Union,SILVER,40,1157.0,53.333333333333336,-25.0
1900,Spain,GOLD,1,1197.0,0.0,0.0
1920,Spain,SILVER,2,1.0,0.0,1.0
1928,Spain,GOLD,1,3.0,1.3333333333333333,-1.0
1932,Spain,BRONZE,1,4.0,1.3333333333333333,0.0
1948,Spain,SILVER,1,5.0,1.0,0.0
1952,Spain,SILVER,1,6.0,1.0,0.0
1960,Spain,BRONZE,1,7.0,1.0,0.0
1972,Spain,BRONZE,1,8.0,1.0,0.0
1972,Spain,GOLD,1,9.0,1.0,0.0
1976,Spain,SILVER,2,10.0,1.3333333333333333,1.0
1980,Spain,BRONZE,2,12.0,1.6666666666666667,0.0
1980,Spain,GOLD,1,14.0,1.6666666666666667,-1.0
1980,Spain,SILVER,3,15.0,2.0,2.0
1984,Spain,BRONZE,2,18.0,2.0,-1.0
1984,Spain,GOLD,1,20.0,2.0,-1.0
1984,Spain,SILVER,2,21.0,1.6666666666666667,1.0
1988,Spain,BRONZE,2,23.0,1.6666666666666667,0.0
1988,Spain,GOLD,1,25.0,1.6666666666666667,-1.0
1988,Spain,SILVER,1,26.0,1.3333333333333333,0.0
1992,Spain,BRONZE,3,27.0,1.6666666666666667,2.0
1992,Spain,GOLD,13,30.0,5.666666666666667,10.0
1992,Spain,SILVER,7,43.0,7.666666666666667,-6.0
1996,Spain,BRONZE,6,50.0,8.666666666666666,-1.0
1996,Spain,GOLD,5,56.0,6.0,-1.0
1996,Spain,SILVER,6,61.0,5.666666666666667,1.0
2000,Spain,BRONZE,5,67.0,5.333333333333333,-1.0
2000,Spain,GOLD,3,72.0,4.666666666666667,-2.0
2000,Spain,SILVER,3,75.0,3.6666666666666665,0.0
2004,Spain,BRONZE,6,78.0,4.0,3.0
2004,Spain,GOLD,3,84.0,4.0,-3.0
2004,Spain,SILVER,11,87.0,6.666666666666667,8.0
2008,Spain,BRONZE,3,98.0,5.666666666666667,-8.0
2008,Spain,GOLD,5,101.0,6.333333333333333,2.0
2008,Spain,SILVER,11,106.0,6.333333333333333,6.0
2012,Spain,BRONZE,6,117.0,7.333333333333333,-5.0
2012,Spain,GOLD,4,123.0,7.0,-2.0
2012,Spain,SILVER,10,127.0,6.666666666666667,6.0
2016,Spain,BRONZE,6,137.0,6.666666666666667,-4.0
2016,Spain,GOLD,7,143.0,7.666666666666667,1.0
2016,Spain,SILVER,4,150.0,5.666666666666667,-3.0
2018,Spain,BRONZE,2,154.0,4.333333333333333,-2.0
2020,Spain,BRONZE,6,156.0,4.0,4.0
2020,Spain,GOLD,3,162.0,3.6666666666666665,-3.0
2020,Spain,SILVER,8,165.0,5.666666666666667,5.0
2022,Spain,SILVER,1,173.0,4.0,-7.0
1948,Sri Lanka,SILVER,1,174.0,0.0,0.0
2000,Sri Lanka,SILVER,1,1.0,0.0,0.0
2008,Sudan,SILVER,1,2.0,0.0,0.0
1988,Suriname,GOLD,1,1.0,0.0,0.0
1992,Suriname,BRONZE,1,1.0,0.0,0.0
1900,Sweden,BRONZE,1,2.0,0.0,0.0
1908,Sweden,BRONZE,10,1.0,0.0,9.0
1908,Sweden,GOLD,8,11.0,6.333333333333333,-2.0
1908,Sweden,SILVER,6,19.0,8.0,-2.0
1912,Sweden,BRONZE,17,25.0,10.333333333333334,11.0
1912,Sweden,GOLD,24,42.0,15.666666666666666,7.0
1912,Sweden,SILVER,24,66.0,21.666666666666668,0.0
1920,Sweden,BRONZE,25,90.0,24.333333333333332,1.0
1920,Sweden,GOLD,19,115.0,22.666666666666668,-6.0
1920,Sweden,SILVER,20,134.0,21.333333333333332,1.0
1924,Sweden,BRONZE,12,154.0,17.0,-8.0
1924,Sweden,GOLD,5,166.0,12.333333333333334,-7.0
1924,Sweden,SILVER,14,171.0,10.333333333333334,9.0
1928,Sweden,BRONZE,13,185.0,10.666666666666666,-1.0
1928,Sweden,GOLD,8,198.0,11.666666666666666,-5.0
1928,Sweden,SILVER,8,206.0,9.666666666666666,0.0
1932,Sweden,BRONZE,9,214.0,8.333333333333334,1.0
1932,Sweden,GOLD,10,223.0,9.0,1.0
1932,Sweden,SILVER,7,233.0,8.666666666666666,-3.0
1936,Sweden,BRONZE,11,240.0,9.333333333333334,4.0
1936,Sweden,GOLD,7,251.0,8.333333333333334,-4.0
1936,Sweden,SILVER,7,258.0,8.333333333333334,0.0
1948,Sweden,BRONZE,20,265.0,11.333333333333334,13.0
1948,Sweden,GOLD,20,285.0,15.666666666666666,0.0
1948,Sweden,SILVER,14,305.0,18.0,-6.0
1952,Sweden,BRONZE,14,319.0,16.0,0.0
1952,Sweden,GOLD,12,333.0,13.333333333333334,-2.0
1952,Sweden,SILVER,11,345.0,12.333333333333334,-1.0
1956,Sweden,BRONZE,10,356.0,11.0,-1.0
1956,Sweden,GOLD,7,366.0,9.333333333333334,-3.0
1956,Sweden,SILVER,9,373.0,8.666666666666666,2.0
1960,Sweden,BRONZE,5,382.0,7.0,-4.0
1960,Sweden,GOLD,4,387.0,6.0,-1.0
1960,Sweden,SILVER,4,391.0,4.333333333333333,0.0
1964,Sweden,BRONZE,5,395.0,4.333333333333333,1.0
1964,Sweden,GOLD,5,400.0,4.666666666666667,0.0
1964,Sweden,SILVER,5,405.0,5.0,0.0
1968,Sweden,BRONZE,4,410.0,4.666666666666667,-1.0
1968,Sweden,GOLD,5,414.0,4.666666666666667,1.0
1968,Sweden,SILVER,3,419.0,4.0,-2.0
1972,Sweden,BRONZE,8,422.0,5.333333333333333,5.0
1972,Sweden,GOLD,5,430.0,5.333333333333333,-3.0
1972,Sweden,SILVER,7,435.0,6.666666666666667,2.0
1976,Sweden,BRONZE,2,442.0,4.666666666666667,-5.0
1976,Sweden,GOLD,4,444.0,4.333333333333333,2.0
1976,Sweden,SILVER,1,448.0,2.3333333333333335,-3.0
1980,Sweden,BRONZE,7,449.0,4.0,6.0
1980,Sweden,GOLD,6,456.0,4.666666666666667,-1.0
1980,Sweden,SILVER,3,462.0,5.333333333333333,-3.0
1984,Sweden,BRONZE,8,465.0,5.666666666666667,5.0
1984,Sweden,GOLD,6,473.0,5.666666666666667,-2.0
1984,Sweden,SILVER,13,479.0,9.0,7.0
1988,Sweden,BRONZE,9,492.0,9.333333333333334,-4.0
1988,Sweden,GOLD,4,501.0,8.666666666666666,-5.0
1988,Sweden,SILVER,4,505.0,5.666666666666667,0.0
1992,Sweden,BRONZE,7,509.0,5.0,3.0
1992,Sweden,GOLD,2,516.0,4.333333333333333,-5.0
1992,Sweden,SILVER,7,518.0,5.333333333333333,5.0
1994,Sweden,GOLD,2,525.0,3.6666666666666665,-5.0
1994,Sweden,SILVER,1,527.0,3.3333333333333335,-1.0
1996,Sweden,BRONZE,2,528.0,1.6666666666666667,1.0
1996,Sweden,GOLD,2,530.0,1.6666666666666667,0.0
1996,Sweden,SILVER,4,532.0,2.6666666666666665,2.0
1998,Sweden,BRONZE,1,536.0,2.3333333333333335,-3.0
1998,Sweden,SILVER,2,537.0,2.3333333333333335,1.0
2000,Sweden,BRONZE,3,539.0,2.0,1.0
2000,Sweden,GOLD,4,542.0,3.0,1.0
2000,Sweden,SILVER,5,546.0,4.0,1.0
2002,Sweden,BRONZE,5,551.0,4.666666666666667,0.0
2002,Sweden,SILVER,2,556.0,4.0,-3.0
2004,Sweden,BRONZE,1,558.0,2.6666666666666665,-1.0
2004,Sweden,GOLD,4,559.0,2.3333333333333335,3.0
2004,Sweden,SILVER,2,563.0,2.3333333333333335,-2.0
2006,Sweden,BRONZE,5,565.0,3.6666666666666665,3.0
2006,Sweden,GOLD,7,570.0,4.666666666666667,2.0
2006,Sweden,SILVER,2,577.0,4.666666666666667,-5.0
2008,Sweden,BRONZE,1,579.0,3.3333333333333335,-1.0
2008,Sweden,SILVER,4,580.0,2.3333333333333335,3.0
2010,Sweden,BRONZE,4,584.0,3.0,0.0
2010,Sweden,GOLD,5,588.0,4.333333333333333,1.0
2010,Sweden,SILVER,2,593.0,3.6666666666666665,-3.0
2012,Sweden,BRONZE,3,595.0,3.3333333333333335,1.0
2012,Sweden,GOLD,1,598.0,2.0,-2.0
2012,Sweden,SILVER,4,599.0,2.6666666666666665,3.0
2014,Sweden,BRONZE,6,603.0,3.6666666666666665,2.0
2014,Sweden,GOLD,2,609.0,4.0,-4.0
2014,Sweden,SILVER,7,611.0,5.0,5.0
2016,Sweden,BRONZE,3,618.0,4.0,-4.0
2016,Sweden,GOLD,2,621.0,4.0,-1.0
2016,Sweden,SILVER,6,623.0,3.6666666666666665,4.0
2018,Sweden,BRONZE,1,629.0,3.0,-5.0
2018,Sweden,GOLD,7,630.0,4.666666666666667,6.0
2018,Sweden,SILVER,6,637.0,4.666666666666667,-1.0
2020,Sweden,GOLD,3,643.0,5.333333333333333,-3.0
2020,Sweden,SILVER,6,646.0,5.0,3.0
2022,Sweden,BRONZE,5,652.0,4.666666666666667,-1.0
2022,Sweden,GOLD,8,657.0,6.333333333333333,3.0
2022,Sweden,SILVER,5,665.0,6.0,-3.0
1896,Switzerland,GOLD,1,670.0,0.0,0.0
1896,Switzerland,SILVER,2,1.0,0.0,1.0
1900,Switzerland,BRONZE,1,3.0,1.3333333333333333,-1.0
1900,Switzerland,GOLD,6,4.0,3.0,5.0
1900,Switzerland,SILVER,2,10.0,3.0,-4.0
1904,Switzerland,BRONZE,2,12.0,3.3333333333333335,0.0
1904,Switzerland,GOLD,1,14.0,1.6666666666666667,-1.0
1920,Switzerland,BRONZE,7,15.0,3.3333333333333335,6.0
1920,Switzerland,GOLD,2,22.0,3.3333333333333335,-5.0
1920,Switzerland,SILVER,2,24.0,3.6666666666666665,0.0
1924,Switzerland,BRONZE,11,26.0,5.0,9.0
1924,Switzerland,GOLD,9,37.0,7.333333333333333,-2.0
1924,Switzerland,SILVER,8,46.0,9.333333333333334,-1.0
1928,Switzerland,BRONZE,5,54.0,7.333333333333333,-3.0
1928,Switzerland,GOLD,7,59.0,6.666666666666667,2.0
1928,Switzerland,SILVER,4,66.0,5.333333333333333,-3.0
1932,Switzerland,SILVER,2,70.0,4.333333333333333,-2.0
1936,Switzerland,BRONZE,5,72.0,3.6666666666666665,3.0
1936,Switzerland,GOLD,2,77.0,3.0,-3.0
1936,Switzerland,SILVER,11,79.0,6.0,9.0
1948,Switzerland,BRONZE,6,90.0,6.333333333333333,-5.0
1948,Switzerland,GOLD,8,96.0,8.333333333333334,2.0
1948,Switzerland,SILVER,14,104.0,9.333333333333334,6.0
1952,Switzerland,BRONZE,8,118.0,10.0,-6.0
1952,Switzerland,GOLD,2,126.0,8.0,-6.0
1952,Switzerland,SILVER,6,128.0,5.333333333333333,4.0
1956,Switzerland,BRONZE,1,134.0,3.0,-5.0
1956,Switzerland,GOLD,3,135.0,3.3333333333333335,2.0
1956,Switzerland,SILVER,2,138.0,2.0,-1.0
1960,Switzerland,BRONZE,3,140.0,2.6666666666666665,1.0
1960,Switzerland,GOLD,2,143.0,2.3333333333333335,-1.0
1960,Switzerland,SILVER,3,145.0,2.6666666666666665,1.0
1964,Switzerland,BRONZE,1,148.0,2.0,-2.0
1964,Switzerland,GOLD,1,149.0,1.6666666666666667,0.0
1964,Switzerland,SILVER,2,150.0,1.3333333333333333,1.0
1968,Switzerland,BRONZE,8,152.0,3.6666666666666665,6.0
1968,Switzerland,SILVER,3,160.0,4.333333333333333,-5.0
1972,Switzerland,BRONZE,3,163.0,4.666666666666667,0.0
1972,Switzerland,GOLD,4,166.0,3.3333333333333335,1.0
1972,Switzerland,SILVER,6,170.0,4.333333333333333,2.0
1976,Switzerland,BRONZE,3,176.0,4.333333333333333,-3.0
1976,Switzerland,GOLD,2,179.0,3.6666666666666665,-1.0
1976,Switzerland,SILVER,4,181.0,3.0,2.0
1980,Switzerland,BRONZE,3,185.0,3.0,-1.0
1980,Switzerland,GOLD,3,188.0,3.3333333333333335,0.0
1980,Switzerland,SILVER,1,191.0,2.3333333333333335,-2.0
1984,Switzerland,BRONZE,5,192.0,3.0,4.0
1984,Switzerland,GOLD,2,197.0,2.6666666666666665,-3.0
1984,Switzerland,SILVER,6,199.0,4.333333333333333,4.0
1988,Switzerland,BRONZE,7,205.0,5.0,1.0
1988,Switzerland,GOLD,5,212.0,6.0,-2.0
1988,Switzerland,SILVER,7,217.0,6.333333333333333,2.0
1992,Switzerland,BRONZE,2,224.0,4.666666666666667,-5.0
1992,Switzerland,GOLD,2,226.0,3.6666666666666665,0.0
1994,Switzerland,BRONZE,2,228.0,2.0,0.0
1994,Switzerland,GOLD,3,230.0,2.3333333333333335,1.0
1994,Switzerland,SILVER,4,233.0,3.0,1.0
1996,Switzerland,GOLD,4,237.0,3.6666666666666665,0.0
1996,Switzerland,SILVER,3,241.0,3.6666666666666665,-1.0
1998,Switzerland,BRONZE,3,244.0,3.3333333333333335,0.0
1998,Switzerland,GOLD,2,247.0,2.6666666666666665,-1.0
1998,Switzerland,SILVER,2,249.0,2.3333333333333335,0.0
2000,Switzerland,BRONZE,2,251.0,2.0,0.0
2000,Switzerland,GOLD,1,253.0,1.6666666666666667,-1.0
2000,Switzerland,SILVER,6,254.0,3.0,5.0
2002,Switzerland,BRONZE,6,260.0,4.333333333333333,0.0
2002,Switzerland,GOLD,3,266.0,5.0,-3.0
2002,Switzerland,SILVER,2,269.0,3.6666666666666665,-1.0
2004,Switzerland,BRONZE,3,271.0,2.6666666666666665,1.0
2004,Switzerland,GOLD,1,274.0,2.0,-2.0
2004,Switzerland,SILVER,1,275.0,1.6666666666666667,0.0
2006,Switzerland,BRONZE,5,276.0,2.3333333333333335,4.0
2006,Switzerland,GOLD,5,281.0,3.6666666666666665,0.0
2006,Switzerland,SILVER,4,286.0,4.666666666666667,-1.0
2008,Switzerland,BRONZE,4,290.0,4.333333333333333,0.0
2008,Switzerland,GOLD,2,294.0,3.3333333333333335,-2.0
2008,Switzerland,SILVER,1,296.0,2.3333333333333335,-1.0
2010,Switzerland,BRONZE,3,297.0,2.0,2.0
2010,Switzerland,GOLD,6,300.0,3.3333333333333335,3.0
2012,Switzerland,GOLD,2,306.0,3.6666666666666665,-4.0
2012,Switzerland,SILVER,2,308.0,3.3333333333333335,0.0
2014,Switzerland,BRONZE,2,310.0,2.0,0.0
2014,Switzerland,GOLD,7,312.0,3.6666666666666665,5.0
2014,Switzerland,SILVER,2,319.0,3.6666666666666665,-5.0
2016,Switzerland,BRONZE,2,321.0,3.6666666666666665,0.0
2016,Switzerland,GOLD,3,323.0,2.3333333333333335,1.0
2016,Switzerland,SILVER,2,326.0,2.3333333333333335,-1.0
2018,Switzerland,BRONZE,4,328.0,3.0,2.0
2018,Switzerland,GOLD,5,332.0,3.6666666666666665,1.0
2018,Switzerland,SILVER,6,337.0,5.0,1.0
2020,Switzerland,BRONZE,6,343.0,5.666666666666667,0.0
2020,Switzerland,GOLD,3,349.0,5.0,-3.0
2020,Switzerland,SILVER,4,352.0,4.333333333333333,1.0
2022,Switzerland,BRONZE,5,356.0,4.0,1.0
2022,Switzerland,GOLD,7,361.0,5.333333333333333,2.0
2022,Switzerland,SILVER,2,368.0,4.666666666666667,-5.0
1984,Syrian Arab Republic,SILVER,1,370.0,0.0,0.0
1996,Syrian Arab Republic,GOLD,1,1.0,0.0,0.0
2004,Syrian Arab Republic,BRONZE,1,2.0,1.0,0.0
2020,Syrian Arab Republic,BRONZE,1,3.0,1.0,0.0
2008,Tajikistan,BRONZE,1,4.0,0.0,0.0
2008,Tajikistan,SILVER,1,1.0,0.0,0.0
2012,Tajikistan,BRONZE,1,2.0,1.0,0.0
2016,Tajikistan,GOLD,1,3.0,1.0,0.0
1976,Thailand,BRONZE,1,4.0,0.0,0.0
1984,Thailand,SILVER,1,1.0,0.0,0.0
1988,Thailand,BRONZE,1,2.0,1.0,0.0
1992,Thailand,BRONZE,1,3.0,1.0,0.0
1996,Thailand,BRONZE,1,4.0,1.0,0.0
1996,Thailand,GOLD,1,5.0,1.0,0.0
2000,Thailand,BRONZE,2,6.0,1.3333333333333333,1.0
2000,Thailand,GOLD,1,8.0,1.3333333333333333,-1.0
2004,Thailand,BRONZE,4,9.0,2.3333333333333335,3.0
2004,Thailand,GOLD,3,13.0,2.6666666666666665,-1.0
2004,Thailand,SILVER,1,16.0,2.6666666666666665,-2.0
2008,Thailand,BRONZE,2,17.0,2.0,1.0
2008,Thailand,GOLD,2,19.0,1.6666666666666667,0.0
2008,Thailand,SILVER,2,21.0,2.0,0.0
2012,Thailand,BRONZE,2,23.0,2.0,0.0
2012,Thailand,SILVER,2,25.0,2.0,0.0
2016,Thailand,BRONZE,2,27.0,2.0,0.0
2016,Thailand,GOLD,2,29.0,2.0,0.0
2016,Thailand,SILVER,2,31.0,2.0,0.0
2020,Thailand,BRONZE,1,33.0,1.6666666666666667,-1.0
2020,Thailand,GOLD,1,34.0,1.3333333333333333,0.0
2008,Togo,BRONZE,1,35.0,0.0,0.0
1996,Tonga,SILVER,1,1.0,0.0,0.0
1948,Trinidad and Tobago,SILVER,1,1.0,0.0,0.0
1952,Trinidad and Tobago,BRONZE,2,1.0,0.0,1.0
1964,Trinidad and Tobago,BRONZE,2,3.0,1.6666666666666667,0.0
1964,Trinidad and Tobago,SILVER,1,5.0,1.6666666666666667,-1.0
1976,Trinidad and Tobago,GOLD,1,6.0,1.3333333333333333,0.0
1996,Trinidad and Tobago,BRONZE,2,7.0,1.3333333333333333,1.0
2000,Trinidad and Tobago,BRONZE,1,9.0,1.3333333333333333,-1.0
2000,Trinidad and Tobago,SILVER,1,10.0,1.3333333333333333,0.0
2004,Trinidad and Tobago,BRONZE,1,11.0,1.0,0.0
2008,Trinidad and Tobago,GOLD,1,12.0,1.0,0.0
2008,Trinidad and Tobago,SILVER,1,13.0,1.0,0.0
2012,Trinidad and Tobago,BRONZE,2,14.0,1.3333333333333333,1.0
2012,Trinidad and Tobago,GOLD,1,16.0,1.3333333333333333,-1.0
2012,Trinidad and Tobago,SILVER,1,17.0,1.3333333333333333,0.0
2016,Trinidad and Tobago,BRONZE,1,18.0,1.0,0.0
1964,Tunisia,BRONZE,1,19.0,0.0,0.0
1964,Tunisia,SILVER,1,1.0,0.0,0.0
1968,Tunisia,BRONZE,1,2.0,1.0,0.0
1968,Tunisia,GOLD,1,3.0,1.0,0.0
1972,Tunisia,SILVER,1,4.0,1.0,0.0
1996,Tunisia,BRONZE,1,5.0,1.0,0.0
2008,Tunisia,GOLD,1,6.0,1.0,0.0
2012,Tunisia,BRONZE,1,7.0,1.0,0.0
2012,Tunisia,GOLD,2,8.0,1.3333333333333333,1.0
2016,Tunisia,BRONZE,3,10.0,2.0,1.0
2020,Tunisia,GOLD,1,13.0,2.0,-2.0
2020,Tunisia,SILVER,1,14.0,1.6666666666666667,0.0
1936,Turkey,BRONZE,1,15.0,0.0,0.0
1936,Turkey,GOLD,1,1.0,0.0,0.0
1948,Turkey,BRONZE,2,2.0,1.3333333333333333,1.0
1948,Turkey,GOLD,6,4.0,3.0,4.0
1948,Turkey,SILVER,4,10.0,4.0,-2.0
1952,Turkey,BRONZE,1,14.0,3.6666666666666665,-3.0
1952,Turkey,GOLD,2,15.0,2.3333333333333335,1.0
1956,Turkey,BRONZE,2,17.0,1.6666666666666667,0.0
1956,Turkey,GOLD,3,19.0,2.3333333333333335,1.0
1956,Turkey,SILVER,2,22.0,2.3333333333333335,-1.0
1960,Turkey,GOLD,7,24.0,4.0,5.0
1960,Turkey,SILVER,2,31.0,3.6666666666666665,-5.0
1964,Turkey,BRONZE,1,33.0,3.3333333333333335,-1.0
1964,Turkey,GOLD,2,34.0,1.6666666666666667,1.0
1964,Turkey,SILVER,3,36.0,2.0,1.0
1968,Turkey,GOLD,2,39.0,2.3333333333333335,-1.0
1972,Turkey,SILVER,1,41.0,2.0,-1.0
1984,Turkey,BRONZE,3,42.0,2.0,2.0
1988,Turkey,GOLD,1,45.0,1.6666666666666667,-2.0
