year,country_name,medal_type,count,past_medals,avg_last_3,delta
2008,Afghanistan,BRONZE,1,0.0,0.0,0.0
2012,Afghanistan,BRONZE,1,1.0,0.0,0.0
1984,Algeria,BRONZE,2,2.0,0.0,0.0
1992,Algeria,BRONZE,1,2.0,0.0,-1.0
1992,Algeria,GOLD,1,3.0,1.3333333333333333,0.0
1996,Algeria,BRONZE,1,4.0,1.0,0.0
1996,Algeria,GOLD,2,5.0,1.3333333333333333,1.0
2000,Algeria,BRONZE,3,7.0,2.0,1.0
2000,Algeria,GOLD,1,10.0,2.0,-2.0
2000,Algeria,SILVER,1,11.0,1.6666666666666667,0.0
2008,Algeria,BRONZE,1,12.0,1.0,0.0
2008,Algeria,SILVER,1,13.0,1.0,0.0
2012,Algeria,GOLD,1,14.0,1.0,0.0
2016,Algeria,SILVER,2,15.0,1.3333333333333333,1.0
1924,Argentina,BRONZE,2,17.0,0.0,0.0
1924,Argentina,GOLD,1,2.0,0.0,-1.0
1924,Argentina,SILVER,3,3.0,2.0,2.0
1928,Argentina,BRONZE,1,6.0,1.6666666666666667,-2.0
1928,Argentina,GOLD,3,7.0,2.3333333333333335,2.0
1928,Argentina,SILVER,3,10.0,2.3333333333333335,0.0
1932,Argentina,GOLD,3,13.0,3.0,0.0
1932,Argentina,SILVER,1,16.0,2.3333333333333335,-2.0
1936,Argentina,BRONZE,3,17.0,2.3333333333333335,2.0
1936,Argentina,GOLD,2,20.0,2.0,-1.0
1936,Argentina,SILVER,2,22.0,2.3333333333333335,0.0
1948,Argentina,BRONZE,1,24.0,1.6666666666666667,-1.0
1948,Argentina,GOLD,3,25.0,2.0,2.0
1948,Argentina,SILVER,3,28.0,2.3333333333333335,0.0
1952,Argentina,BRONZE,2,31.0,2.6666666666666665,-1.0
1952,Argentina,GOLD,1,33.0,2.0,-1.0
1952,Argentina,SILVER,2,34.0,1.6666666666666667,1.0
1956,Argentina,BRONZE,1,36.0,1.3333333333333333,-1.0
1956,Argentina,SILVER,1,37.0,1.3333333333333333,0.0
1960,Argentina,BRONZE,1,38.0,1.0,0.0
1960,Argentina,SILVER,1,39.0,1.0,0.0
1964,Argentina,SILVER,1,40.0,1.0,0.0
1968,Argentina,BRONZE,2,41.0,1.3333333333333333,1.0
1972,Argentina,SILVER,1,43.0,1.3333333333333333,-1.0
1988,Argentina,BRONZE,1,44.0,1.3333333333333333,0.0
1988,Argentina,SILVER,1,45.0,1.0,0.0
1992,Argentina,BRONZE,1,46.0,1.0,0.0
1996,Argentina,BRONZE,1,47.0,1.0,0.0
1996,Argentina,SILVER,2,48.0,1.3333333333333333,1.0
2000,Argentina,BRONZE,2,50.0,1.6666666666666667,0.0
2000,Argentina,SILVER,2,52.0,2.0,0.0
2004,Argentina,BRONZE,4,54.0,2.6666666666666665,2.0
2004,Argentina,GOLD,2,58.0,2.6666666666666665,-2.0
2008,Argentina,BRONZE,4,60.0,3.3333333333333335,2.0
2008,Argentina,GOLD,2,64.0,2.6666666666666665,-2.0
2012,Argentina,BRONZE,2,66.0,2.6666666666666665,0.0
2012,Argentina,GOLD,1,68.0,1.6666666666666667,-1.0
2012,Argentina,SILVER,1,69.0,1.3333333333333333,0.0
2016,Argentina,GOLD,3,70.0,1.6666666666666667,2.0
2016,Argentina,SILVER,1,73.0,1.6666666666666667,-2.0
2020,Argentina,BRONZE,2,74.0,2.0,1.0
2020,Argentina,SILVER,1,76.0,1.3333333333333333,-1.0
1996,Armenia,GOLD,1,77.0,0.0,0.0
1996,Armenia,SILVER,1,1.0,0.0,0.0
2000,Armenia,BRONZE,1,2.0,1.0,0.0
2008,Armenia,BRONZE,4,3.0,2.0,3.0
2008,Armenia,SILVER,1,7.0,2.0,-3.0
2012,Armenia,BRONZE,1,8.0,2.0,0.0
2012,Armenia,SILVER,1,9.0,1.0,0.0
2016,Armenia,GOLD,1,10.0,1.0,0.0
2016,Armenia,SILVER,3,11.0,1.6666666666666667,2.0
2020,Armenia,BRONZE,2,14.0,2.0,-1.0
2020,Armenia,SILVER,2,16.0,2.3333333333333335,0.0
1908,Australasia,BRONZE,2,18.0,0.0,0.0
1908,Australasia,GOLD,1,2.0,0.0,-1.0
1908,Australasia,SILVER,2,3.0,1.6666666666666667,1.0
1912,Australasia,BRONZE,3,5.0,2.0,1.0
1912,Australasia,GOLD,2,8.0,2.3333333333333335,-1.0
1912,Australasia,SILVER,2,10.0,2.3333333333333335,0.0
1896,Australia,GOLD,2,12.0,0.0,0.0
1900,Australia,BRONZE,3,2.0,0.0,1.0
1900,Australia,GOLD,2,5.0,2.3333333333333335,-1.0
1904,Australia,BRONZE,1,7.0,2.0,-1.0
1904,Australia,SILVER,3,8.0,2.0,2.0
1920,Australia,BRONZE,1,11.0,1.6666666666666667,-2.0
1920,Australia,SILVER,2,12.0,2.0,1.0
1924,Australia,BRONZE,2,14.0,1.6666666666666667,0.0
1924,Australia,GOLD,3,16.0,2.3333333333333335,1.0
1924,Australia,SILVER,1,19.0,2.0,-2.0
1928,Australia,BRONZE,1,20.0,1.6666666666666667,0.0
1928,Australia,GOLD,1,21.0,1.0,0.0
1928,Australia,SILVER,2,22.0,1.3333333333333333,1.0
1932,Australia,BRONZE,1,24.0,1.3333333333333333,-1.0
1932,Australia,GOLD,3,25.0,2.0,2.0
1932,Australia,SILVER,1,28.0,1.6666666666666667,-2.0
1936,Australia,BRONZE,1,29.0,1.6666666666666667,0.0
1948,Australia,BRONZE,5,30.0,2.3333333333333335,4.0
1948,Australia,GOLD,2,35.0,2.6666666666666665,-3.0
1948,Australia,SILVER,6,37.0,4.333333333333333,4.0
1952,Australia,BRONZE,3,43.0,3.6666666666666665,-3.0
1952,Australia,GOLD,6,46.0,5.0,3.0
1952,Australia,SILVER,2,52.0,3.6666666666666665,-4.0
1956,Australia,BRONZE,14,54.0,7.333333333333333,12.0
1956,Australia,GOLD,13,68.0,9.666666666666666,-1.0
1956,Australia,SILVER,8,81.0,11.666666666666666,-5.0
1960,Australia,BRONZE,6,89.0,9.0,-2.0
1960,Australia,GOLD,8,95.0,7.333333333333333,2.0
1960,Australia,SILVER,8,103.0,7.333333333333333,0.0
1964,Australia,BRONZE,10,111.0,8.666666666666666,2.0
1964,Australia,GOLD,6,121.0,8.0,-4.0
1964,Australia,SILVER,2,127.0,6.0,-4.0
1968,Australia,BRONZE,5,129.0,4.333333333333333,3.0
1968,Australia,GOLD,5,134.0,4.0,0.0
1968,Australia,SILVER,7,139.0,5.666666666666667,2.0
1972,Australia,BRONZE,2,146.0,4.666666666666667,-5.0
1972,Australia,GOLD,8,148.0,5.666666666666667,6.0
1972,Australia,SILVER,7,156.0,5.666666666666667,-1.0
1976,Australia,BRONZE,4,163.0,6.333333333333333,-3.0
1976,Australia,SILVER,1,167.0,4.0,-3.0
1980,Australia,BRONZE,5,168.0,3.3333333333333335,4.0
1980,Australia,GOLD,2,173.0,2.6666666666666665,-3.0
1980,Australia,SILVER,2,175.0,3.0,0.0
1984,Australia,BRONZE,12,177.0,5.333333333333333,10.0
1984,Australia,GOLD,4,189.0,6.0,-8.0
1984,Australia,SILVER,8,193.0,8.0,4.0
1988,Australia,BRONZE,5,201.0,5.666666666666667,-3.0
1988,Australia,GOLD,3,206.0,5.333333333333333,-2.0
1988,Australia,SILVER,6,209.0,4.666666666666667,3.0
1992,Australia,BRONZE,11,215.0,6.666666666666667,5.0
1992,Australia,GOLD,7,226.0,8.0,-4.0
1992,Australia,SILVER,9,233.0,9.0,2.0
1994,Australia,BRONZE,1,242.0,5.666666666666667,-8.0
1996,Australia,BRONZE,23,243.0,11.0,22.0
1996,Australia,GOLD,9,266.0,11.0,-14.0
1996,Australia,SILVER,9,275.0,13.666666666666666,0.0
1998,Australia,BRONZE,1,284.0,6.333333333333333,-8.0
2000,Australia,BRONZE,17,285.0,9.0,16.0
2000,Australia,GOLD,16,302.0,11.333333333333334,-1.0
2000,Australia,SILVER,25,318.0,19.333333333333332,9.0
2002,Australia,GOLD,2,343.0,14.333333333333334,-23.0
2004,Australia,BRONZE,17,345.0,14.666666666666666,15.0
2004,Australia,GOLD,17,362.0,12.0,0.0
2004,Australia,SILVER,16,379.0,16.666666666666668,-1.0
2006,Australia,BRONZE,1,395.0,11.333333333333334,-15.0
2006,Australia,GOLD,1,396.0,6.0,0.0
2008,Australia,BRONZE,17,397.0,6.333333333333333,16.0
2008,Australia,GOLD,14,414.0,10.666666666666666,-3.0
2008,Australia,SILVER,15,428.0,15.333333333333334,1.0
2010,Australia,GOLD,2,443.0,10.333333333333334,-13.0
2010,Australia,SILVER,1,445.0,6.0,-1.0
2012,Australia,BRONZE,12,446.0,5.0,11.0
2012,Australia,GOLD,8,458.0,7.0,-4.0
2012,Australia,SILVER,15,466.0,11.666666666666666,7.0
2014,Australia,BRONZE,1,481.0,8.0,-14.0
2014,Australia,SILVER,2,482.0,6.0,1.0
2016,Australia,BRONZE,10,484.0,4.333333333333333,8.0
2016,Australia,GOLD,8,494.0,6.666666666666667,-2.0
2016,Australia,SILVER,11,502.0,9.666666666666666,3.0
2018,Australia,BRONZE,1,513.0,6.666666666666667,-10.0
2018,Australia,SILVER,2,514.0,4.666666666666667,1.0
2020,Australia,BRONZE,22,516.0,8.333333333333334,20.0
2020,Australia,GOLD,17,538.0,13.666666666666666,-5.0
2020,Australia,SILVER,7,555.0,15.333333333333334,-10.0
2022,Australia,BRONZE,1,562.0,8.333333333333334,-6.0
2022,Australia,GOLD,1,563.0,3.0,0.0
2022,Australia,SILVER,2,564.0,1.3333333333333333,1.0
1896,Austria,BRONZE,2,566.0,0.0,0.0
1896,Austria,GOLD,2,2.0,0.0,0.0
1896,Austria,SILVER,1,4.0,1.6666666666666667,-1.0
1900,Austria,BRONZE,3,5.0,2.0,2.0
1900,Austria,SILVER,3,8.0,2.3333333333333335,0.0
1904,Austria,BRONZE,1,11.0,2.3333333333333335,-2.0
1904,Austria,GOLD,1,12.0,1.6666666666666667,0.0
1904,Austria,SILVER,1,13.0,1.0,0.0
1908,Austria,BRONZE,1,14.0,1.0,0.0
1912,Austria,BRONZE,2,15.0,1.3333333333333333,1.0
1912,Austria,SILVER,2,17.0,1.6666666666666667,0.0
1924,Austria,BRONZE,1,19.0,1.6666666666666667,-1.0
1924,Austria,GOLD,2,20.0,1.6666666666666667,1.0
1924,Austria,SILVER,4,22.0,2.3333333333333335,2.0
1928,Austria,BRONZE,2,26.0,2.6666666666666665,-2.0
1928,Austria,GOLD,2,28.0,2.6666666666666665,0.0
1928,Austria,SILVER,3,30.0,2.3333333333333335,1.0
1932,Austria,BRONZE,3,33.0,2.6666666666666665,0.0
1932,Austria,GOLD,2,36.0,2.6666666666666665,-1.0
1932,Austria,SILVER,2,38.0,2.3333333333333335,0.0
1936,Austria,BRONZE,4,40.0,2.6666666666666665,2.0
1936,Austria,GOLD,4,44.0,3.3333333333333335,0.0
1936,Austria,SILVER,5,48.0,4.333333333333333,1.0
1948,Austria,BRONZE,7,53.0,5.333333333333333,2.0
1948,Austria,GOLD,2,60.0,4.666666666666667,-5.0
1948,Austria,SILVER,3,62.0,4.0,1.0
1952,Austria,BRONZE,3,65.0,2.6666666666666665,0.0
1952,Austria,GOLD,2,68.0,2.6666666666666665,-1.0
1952,Austria,SILVER,5,70.0,3.3333333333333335,3.0
1956,Austria,BRONZE,6,75.0,4.333333333333333,1.0
1956,Austria,GOLD,4,81.0,5.0,-2.0
1956,Austria,SILVER,3,85.0,4.333333333333333,-1.0
1960,Austria,BRONZE,3,88.0,3.3333333333333335,0.0
1960,Austria,GOLD,2,91.0,2.6666666666666665,-1.0
1960,Austria,SILVER,3,93.0,2.6666666666666665,1.0
1964,Austria,BRONZE,3,96.0,2.6666666666666665,0.0
1964,Austria,GOLD,4,99.0,3.3333333333333335,1.0
1964,Austria,SILVER,5,103.0,4.0,1.0
1968,Austria,BRONZE,6,108.0,5.0,1.0
1968,Austria,GOLD,3,114.0,4.666666666666667,-3.0
1968,Austria,SILVER,6,117.0,5.0,3.0
1972,Austria,BRONZE,4,123.0,4.333333333333333,-2.0
1972,Austria,GOLD,1,127.0,3.6666666666666665,-3.0
1972,Austria,SILVER,3,128.0,2.6666666666666665,2.0
1976,Austria,BRONZE,3,131.0,2.3333333333333335,0.0
1976,Austria,GOLD,2,134.0,2.6666666666666665,-1.0
1976,Austria,SILVER,2,136.0,2.3333333333333335,0.0
1980,Austria,BRONZE,3,138.0,2.3333333333333335,1.0
1980,Austria,GOLD,4,141.0,3.0,1.0
1980,Austria,SILVER,4,145.0,3.6666666666666665,0.0
1984,Austria,BRONZE,2,149.0,3.3333333333333335,-2.0
1984,Austria,GOLD,1,151.0,2.3333333333333335,-1.0
1984,Austria,SILVER,1,152.0,1.3333333333333333,0.0
1988,Austria,BRONZE,2,153.0,1.3333333333333333,1.0
1988,Austria,GOLD,4,155.0,2.3333333333333335,2.0
1988,Austria,SILVER,5,159.0,3.6666666666666665,1.0
1992,Austria,BRONZE,8,164.0,5.666666666666667,3.0
1992,Austria,GOLD,6,172.0,6.333333333333333,-2.0
1992,Austria,SILVER,9,178.0,7.666666666666667,3.0
1994,Austria,BRONZE,4,187.0,6.333333333333333,-5.0
1994,Austria,GOLD,2,191.0,5.0,-2.0
1994,Austria,SILVER,3,193.0,3.0,1.0
1996,Austria,BRONZE,2,196.0,2.3333333333333335,-1.0
1996,Austria,SILVER,1,198.0,2.0,-1.0
1998,Austria,BRONZE,9,199.0,4.0,8.0
1998,Austria,GOLD,3,208.0,4.333333333333333,-6.0
1998,Austria,SILVER,5,211.0,5.666666666666667,2.0
2000,Austria,GOLD,2,216.0,3.3333333333333335,-3.0
2000,Austria,SILVER,1,218.0,2.6666666666666665,-1.0
2002,Austria,BRONZE,10,219.0,4.333333333333333,9.0
2002,Austria,GOLD,3,229.0,4.666666666666667,-7.0
2002,Austria,SILVER,4,232.0,5.666666666666667,1.0
2004,Austria,BRONZE,1,236.0,2.6666666666666665,-3.0
2004,Austria,GOLD,2,237.0,2.3333333333333335,1.0
2004,Austria,SILVER,4,239.0,2.3333333333333335,2.0
2006,Austria,BRONZE,7,243.0,4.333333333333333,3.0
2006,Austria,GOLD,9,250.0,6.666666666666667,2.0
2006,Austria,SILVER,7,259.0,7.666666666666667,-2.0
2008,Austria,BRONZE,2,266.0,6.0,-5.0
2008,Austria,SILVER,1,268.0,3.3333333333333335,-1.0
2010,Austria,BRONZE,6,269.0,3.0,5.0
2010,Austria,GOLD,4,275.0,3.6666666666666665,-2.0
2010,Austria,SILVER,6,279.0,5.333333333333333,2.0
2014,Austria,BRONZE,5,285.0,5.0,-1.0
2014,Austria,GOLD,4,290.0,5.0,-1.0
2014,Austria,SILVER,8,294.0,5.666666666666667,4.0
2016,Austria,BRONZE,1,302.0,4.333333333333333,-7.0
2018,Austria,BRONZE,6,303.0,5.0,5.0
2018,Austria,GOLD,5,309.0,4.0,-1.0
2018,Austria,SILVER,3,314.0,4.666666666666667,-2.0
2020,Austria,BRONZE,5,317.0,4.333333333333333,2.0
2020,Austria,GOLD,1,322.0,3.0,-4.0
2020,Austria,SILVER,1,323.0,2.3333333333333335,0.0
2022,Austria,BRONZE,4,324.0,2.0,3.0
2022,Austria,GOLD,7,328.0,4.0,3.0
2022,Austria,SILVER,7,335.0,6.0,0.0
1996,Azerbaijan,SILVER,1,342.0,0.0,0.0
2000,Azerbaijan,BRONZE,1,1.0,0.0,0.0
2000,Azerbaijan,GOLD,2,2.0,1.3333333333333333,1.0
2004,Azerbaijan,BRONZE,4,4.0,2.3333333333333335,2.0
2004,Azerbaijan,GOLD,1,8.0,2.3333333333333335,-3.0
2008,Azerbaijan,BRONZE,4,9.0,3.0,3.0
2008,Azerbaijan,GOLD,1,13.0,2.0,-3.0
2008,Azerbaijan,SILVER,1,14.0,2.0,0.0
2012,Azerbaijan,BRONZE,6,15.0,2.6666666666666665,5.0
2012,Azerbaijan,GOLD,2,21.0,3.0,-4.0
2012,Azerbaijan,SILVER,2,23.0,3.3333333333333335,0.0
2016,Azerbaijan,BRONZE,10,25.0,4.666666666666667,8.0
2016,Azerbaijan,GOLD,1,35.0,4.333333333333333,-9.0
2016,Azerbaijan,SILVER,7,36.0,6.0,6.0
2020,Azerbaijan,BRONZE,4,43.0,4.0,-3.0
2020,Azerbaijan,SILVER,3,47.0,4.666666666666667,-1.0
1956,Bahamas,BRONZE,1,50.0,0.0,0.0
1964,Bahamas,GOLD,1,1.0,0.0,0.0
1992,Bahamas,BRONZE,1,2.0,1.0,0.0
1996,Bahamas,SILVER,1,3.0,1.0,0.0
2000,Bahamas,BRONZE,1,4.0,1.0,0.0
2000,Bahamas,GOLD,2,5.0,1.3333333333333333,1.0
2004,Bahamas,BRONZE,1,7.0,1.3333333333333333,-1.0
2004,Bahamas,GOLD,1,8.0,1.3333333333333333,0.0
2008,Bahamas,BRONZE,1,9.0,1.0,0.0
2008,Bahamas,SILVER,1,10.0,1.0,0.0
2012,Bahamas,GOLD,1,11.0,1.0,0.0
2016,Bahamas,BRONZE,1,12.0,1.0,0.0
2016,Bahamas,GOLD,1,13.0,1.0,0.0
2020,Bahamas,GOLD,2,14.0,1.3333333333333333,1.0
2012,Bahrain,GOLD,1,16.0,0.0,0.0
2016,Bahrain,GOLD,1,1.0,0.0,0.0
2016,Bahrain,SILVER,1,2.0,1.0,0.0
2020,Bahrain,SILVER,1,3.0,1.0,0.0
2000,Barbados,BRONZE,1,4.0,0.0,0.0
1994,Belarus,SILVER,2,1.0,0.0,0.0
1996,Belarus,BRONZE,8,2.0,0.0,6.0
1996,Belarus,GOLD,1,10.0,3.6666666666666665,-7.0
1996,Belarus,SILVER,6,11.0,5.0,5.0
1998,Belarus,BRONZE,2,17.0,3.0,-4.0
2000,Belarus,BRONZE,11,19.0,6.333333333333333,9.0
2000,Belarus,GOLD,3,30.0,5.333333333333333,-8.0
2000,Belarus,SILVER,3,33.0,5.666666666666667,0.0
2002,Belarus,BRONZE,1,36.0,2.3333333333333335,-2.0
2004,Belarus,BRONZE,6,37.0,3.3333333333333335,5.0
2004,Belarus,GOLD,2,43.0,3.0,-4.0
2004,Belarus,SILVER,5,45.0,4.333333333333333,3.0
2006,Belarus,SILVER,1,50.0,2.6666666666666665,-4.0
2008,Belarus,BRONZE,7,51.0,4.333333333333333,6.0
2008,Belarus,GOLD,3,58.0,3.6666666666666665,-4.0
2008,Belarus,SILVER,4,61.0,4.666666666666667,1.0
2010,Belarus,BRONZE,1,65.0,2.6666666666666665,-3.0
2010,Belarus,GOLD,1,66.0,2.0,0.0
2010,Belarus,SILVER,1,67.0,1.0,0.0
2012,Belarus,BRONZE,3,68.0,1.6666666666666667,2.0
2012,Belarus,GOLD,2,71.0,2.0,-1.0
2012,Belarus,SILVER,5,73.0,3.3333333333333335,3.0
2014,Belarus,BRONZE,1,78.0,2.6666666666666665,-4.0
2014,Belarus,GOLD,5,79.0,3.6666666666666665,4.0
2016,Belarus,BRONZE,4,84.0,3.3333333333333335,-1.0
2016,Belarus,GOLD,1,88.0,3.3333333333333335,-3.0
2016,Belarus,SILVER,4,89.0,3.0,3.0
2018,Belarus,GOLD,2,93.0,2.3333333333333335,-2.0
2018,Belarus,SILVER,1,95.0,2.3333333333333335,-1.0
2020,Belarus,BRONZE,3,96.0,2.0,2.0
2020,Belarus,GOLD,1,99.0,1.6666666666666667,-2.0
2020,Belarus,SILVER,3,100.0,2.3333333333333335,2.0
2022,Belarus,SILVER,2,103.0,2.0,-1.0
1900,Belgium,BRONZE,4,105.0,0.0,0.0
1900,Belgium,GOLD,5,4.0,0.0,1.0
1900,Belgium,SILVER,7,9.0,5.333333333333333,2.0
1908,Belgium,BRONZE,2,16.0,4.666666666666667,-5.0
1908,Belgium,GOLD,1,18.0,3.3333333333333335,-1.0
1908,Belgium,SILVER,5,19.0,2.6666666666666665,4.0
1912,Belgium,BRONZE,3,24.0,3.0,-2.0
1912,Belgium,GOLD,2,27.0,3.3333333333333335,-1.0
1912,Belgium,SILVER,1,29.0,2.0,-1.0
1920,Belgium,BRONZE,11,30.0,4.666666666666667,10.0
1920,Belgium,GOLD,14,41.0,8.666666666666666,3.0
1920,Belgium,SILVER,11,55.0,12.0,-3.0
1924,Belgium,BRONZE,4,66.0,9.666666666666666,-7.0
1924,Belgium,GOLD,3,70.0,6.0,-1.0
1924,Belgium,SILVER,7,73.0,4.666666666666667,4.0
1928,Belgium,BRONZE,3,80.0,4.333333333333333,-4.0
1928,Belgium,SILVER,1,83.0,3.6666666666666665,-2.0
1936,Belgium,BRONZE,2,84.0,2.0,1.0
1948,Belgium,BRONZE,3,86.0,2.0,1.0
1948,Belgium,GOLD,3,89.0,2.6666666666666665,0.0
1948,Belgium,SILVER,3,92.0,3.0,0.0
1952,Belgium,GOLD,2,95.0,2.6666666666666665,-1.0
1952,Belgium,SILVER,2,97.0,2.3333333333333335,0.0
1956,Belgium,SILVER,2,99.0,2.0,0.0
1960,Belgium,BRONZE,2,101.0,2.0,0.0
1960,Belgium,SILVER,2,103.0,2.0,0.0
1964,Belgium,BRONZE,1,105.0,1.6666666666666667,-1.0
1964,Belgium,GOLD,2,106.0,1.6666666666666667,1.0
1968,Belgium,BRONZE,1,108.0,1.3333333333333333,-1.0
1968,Belgium,SILVER,1,109.0,1.3333333333333333,0.0
1972,Belgium,SILVER,2,110.0,1.3333333333333333,1.0
1976,Belgium,BRONZE,3,112.0,2.0,1.0
1976,Belgium,SILVER,3,115.0,2.6666666666666665,0.0
1980,Belgium,GOLD,1,118.0,2.3333333333333335,-2.0
1984,Belgium,BRONZE,2,119.0,2.0,1.0
1984,Belgium,GOLD,1,121.0,1.3333333333333333,-1.0
1984,Belgium,SILVER,1,122.0,1.3333333333333333,0.0
1988,Belgium,BRONZE,2,123.0,1.3333333333333333,1.0
1992,Belgium,BRONZE,2,125.0,1.6666666666666667,0.0
1992,Belgium,SILVER,1,127.0,1.6666666666666667,-1.0
1996,Belgium,BRONZE,2,128.0,1.6666666666666667,1.0
1996,Belgium,GOLD,2,130.0,1.6666666666666667,0.0
1996,Belgium,SILVER,2,132.0,2.0,0.0
1998,Belgium,BRONZE,1,134.0,1.6666666666666667,-1.0
2000,Belgium,BRONZE,3,135.0,2.0,2.0
2000,Belgium,SILVER,2,138.0,2.0,-1.0
2004,Belgium,BRONZE,2,140.0,2.3333333333333335,0.0
2004,Belgium,GOLD,1,142.0,1.6666666666666667,-1.0
2008,Belgium,GOLD,2,143.0,1.6666666666666667,1.0
2012,Belgium,BRONZE,2,145.0,1.6666666666666667,0.0
2012,Belgium,SILVER,1,147.0,1.6666666666666667,-1.0
2016,Belgium,BRONZE,2,148.0,1.6666666666666667,1.0
2016,Belgium,GOLD,2,150.0,1.6666666666666667,0.0
2016,Belgium,SILVER,2,152.0,2.0,0.0
2018,Belgium,SILVER,1,154.0,1.6666666666666667,-1.0
2020,Belgium,BRONZE,3,155.0,2.0,2.0
2020,Belgium,GOLD,3,158.0,2.3333333333333335,0.0
2020,Belgium,SILVER,1,161.0,2.3333333333333335,-2.0
2022,Belgium,BRONZE,1,162.0,1.6666666666666667,0.0
2022,Belgium,GOLD,1,163.0,1.0,0.0
1976,Bermuda,BRONZE,1,164.0,0.0,0.0
2020,Bermuda,GOLD,1,1.0,0.0,0.0
1900,Bohemia,BRONZE,1,2.0,0.0,0.0
1900,Bohemia,SILVER,1,1.0,0.0,0.0
1908,Bohemia,BRONZE,2,2.0,1.3333333333333333,1.0
2012,Botswana,SILVER,1,4.0,0.0,0.0
2020,Botswana,BRONZE,1,1.0,0.0,0.0
1920,Brazil,BRONZE,1,2.0,0.0,0.0
1920,Brazil,GOLD,1,1.0,0.0,0.0
1920,Brazil,SILVER,1,2.0,1.0,0.0
1948,Brazil,BRONZE,1,3.0,1.0,0.0
1952,Brazil,BRONZE,2,4.0,1.3333333333333333,1.0
1952,Brazil,GOLD,1,6.0,1.3333333333333333,-1.0
1956,Brazil,GOLD,1,7.0,1.3333333333333333,0.0
1960,Brazil,BRONZE,2,8.0,1.3333333333333333,1.0
1964,Brazil,BRONZE,1,10.0,1.3333333333333333,-1.0
1968,Brazil,BRONZE,2,11.0,1.6666666666666667,1.0
1968,Brazil,SILVER,1,13.0,1.3333333333333333,-1.0
1972,Brazil,BRONZE,2,14.0,1.6666666666666667,1.0
1976,Brazil,BRONZE,2,16.0,1.6666666666666667,0.0
1980,Brazil,BRONZE,2,18.0,2.0,0.0
1980,Brazil,GOLD,2,20.0,2.0,0.0
1984,Brazil,BRONZE,2,22.0,2.0,0.0
1984,Brazil,GOLD,1,24.0,1.6666666666666667,-1.0
1984,Brazil,SILVER,5,25.0,2.6666666666666665,4.0
1988,Brazil,BRONZE,3,30.0,3.0,-2.0
1988,Brazil,GOLD,1,33.0,3.0,-2.0
1988,Brazil,SILVER,2,34.0,2.0,1.0
1992,Brazil,GOLD,2,36.0,1.6666666666666667,0.0
1992,Brazil,SILVER,1,38.0,1.6666666666666667,-1.0
1996,Brazil,BRONZE,9,39.0,4.0,8.0
1996,Brazil,GOLD,3,48.0,4.333333333333333,-6.0
1996,Brazil,SILVER,3,51.0,5.0,0.0
2000,Brazil,BRONZE,6,54.0,4.0,3.0
2000,Brazil,SILVER,6,60.0,5.0,0.0
2004,Brazil,BRONZE,3,66.0,5.0,-3.0
2004,Brazil,GOLD,5,69.0,4.666666666666667,2.0
2004,Brazil,SILVER,2,74.0,3.3333333333333335,-3.0
2008,Brazil,BRONZE,10,76.0,5.666666666666667,8.0
2008,Brazil,GOLD,3,86.0,5.0,-7.0
2008,Brazil,SILVER,4,89.0,5.666666666666667,1.0
2012,Brazil,BRONZE,9,93.0,5.333333333333333,5.0
2012,Brazil,GOLD,3,102.0,5.333333333333333,-6.0
2012,Brazil,SILVER,5,105.0,5.666666666666667,2.0
2016,Brazil,BRONZE,6,110.0,4.666666666666667,1.0
2016,Brazil,GOLD,7,116.0,6.0,1.0
2016,Brazil,SILVER,6,123.0,6.333333333333333,-1.0
2020,Brazil,BRONZE,8,129.0,7.0,2.0
2020,Brazil,GOLD,7,137.0,7.0,-1.0
2020,Brazil,SILVER,6,144.0,7.0,-1.0
1952,Bulgaria,BRONZE,1,150.0,0.0,0.0
1956,Bulgaria,BRONZE,1,1.0,0.0,0.0
1956,Bulgaria,GOLD,1,2.0,1.0,0.0
1956,Bulgaria,SILVER,3,3.0,1.6666666666666667,2.0
1960,Bulgaria,BRONZE,3,6.0,2.3333333333333335,0.0
1960,Bulgaria,GOLD,1,9.0,2.3333333333333335,-2.0
1960,Bulgaria,SILVER,3,10.0,2.3333333333333335,2.0
1964,Bulgaria,BRONZE,2,13.0,2.0,-1.0
1964,Bulgaria,GOLD,3,15.0,2.6666666666666665,1.0
1964,Bulgaria,SILVER,5,18.0,3.3333333333333335,2.0
1968,Bulgaria,BRONZE,3,23.0,3.6666666666666665,-2.0
1968,Bulgaria,GOLD,2,26.0,3.3333333333333335,-1.0
1968,Bulgaria,SILVER,4,28.0,3.0,2.0
1972,Bulgaria,BRONZE,5,32.0,3.6666666666666665,1.0
1972,Bulgaria,GOLD,6,37.0,5.0,1.0
1972,Bulgaria,SILVER,10,43.0,7.0,4.0
1976,Bulgaria,BRONZE,7,53.0,7.666666666666667,-3.0
1976,Bulgaria,GOLD,6,60.0,7.666666666666667,-1.0
1976,Bulgaria,SILVER,9,66.0,7.333333333333333,3.0
1980,Bulgaria,BRONZE,18,75.0,11.0,9.0
1980,Bulgaria,GOLD,8,93.0,11.666666666666666,-10.0
1980,Bulgaria,SILVER,16,101.0,14.0,8.0
1988,Bulgaria,BRONZE,13,117.0,12.333333333333334,-3.0
1988,Bulgaria,GOLD,10,130.0,13.0,-3.0
1988,Bulgaria,SILVER,12,140.0,11.666666666666666,2.0
